data,oraminimo(UTC),minimo(m),classeminimo,media(m),classemedia,oramassimo(UTC),massimo(m),classe_massimo
10/10/2022,23:25,0.10,0,0.18,0,02:05,0.25,0
11/10/2022,10:35,0.02,0,0.06,0,00:10,0.11,0
12/10/2022,09:40,0.00,0,0.03,0,00:05,0.06,0
13/10/2022,10:45,-0.02,0,0.00,0,01:10,0.03,0
14/10/2022,09:50,-0.07,0,-0.01,0,20:55,0.03,0
15/10/2022,13:05,-0.06,0,-0.01,0,00:20,0.02,0
16/10/2022,10:20,-0.06,0,-0.02,0,00:10,-0.01,0
17/10/2022,09:20,-0.06,0,-0.03,0,08:15,0.00,0
18/10/2022,13:00,-0.10,0,-0.04,0,17:10,0.00,0
19/10/2022,09:50,-0.10,0,-0.03,0,18:20,0.01,0
20/10/2022,10:10,-0.06,0,-0.04,0,00:05,-0.02,0
21/10/2022,00:20,-0.05,0,0.17,0,19:55,0.32,0
22/10/2022,22:30,0.14,0,0.22,0,05:05,0.37,0
23/10/2022,16:30,0.06,0,0.10,0,00:45,0.15,0
24/10/2022,00:10,0.08,0,0.22,0,12:35,0.35,0
25/10/2022,10:00,0.07,0,0.13,0,00:05,0.18,0
26/10/2022,12:35,0.03,0,0.09,0,17:50,0.12,0
27/10/2022,10:05,-0.01,0,0.06,0,17:55,0.10,0
28/10/2022,12:10,-0.05,0,0.04,0,18:30,0.08,0
29/10/2022,11:40,-0.07,0,0.03,0,17:20,0.07,0
30/10/2022,11:15,-0.05,*,0.01,*,00:05,0.05,*
31/10/2022,11:00,-0.08,0,-0.01,0,01:00,0.02,0
01/11/2022,23:00,-0.03,0,-0.01,0,00:05,0.01,0
02/11/2022,10:25,-0.08,0,-0.03,0,00:05,-0.01,0
03/11/2022,00:20,-0.05,0,-0.03,0,23:30,0.04,0
04/11/2022,11:15,-0.06,0,0.01,0,01:20,0.06,0
05/11/2022,12:10,-0.13,0,-0.04,0,00:10,0.00,0
06/11/2022,11:15,-0.08,0,-0.05,0,01:10,-0.02,0
07/11/2022,10:05,-0.12,0,-0.06,0,08:10,-0.03,0
08/11/2022,11:55,-0.12,0,-0.06,0,14:55,-0.03,0
09/11/2022,10:40,-0.07,0,-0.06,0,00:20,-0.04,0
10/11/2022,12:10,-0.15,0,-0.07,0,08:25,-0.04,0
11/11/2022,11:10,-0.14,0,-0.08,0,00:10,-0.05,0
12/11/2022,10:15,-0.10,0,-0.08,0,01:50,-0.05,0
13/11/2022,09:20,-0.13,0,-0.09,0,08:45,-0.06,0
14/11/2022,23:00,-0.11,0,-0.08,0,09:25,-0.06,0
15/11/2022,01:30,-0.10,0,-0.09,0,05:35,-0.07,0
16/11/2022,11:10,-0.16,0,-0.09,0,17:50,-0.06,0
17/11/2022,10:15,-0.16,0,-0.10,0,00:10,-0.07,0
18/11/2022,11:25,-0.18,0,-0.10,0,04:45,-0.07,0
19/11/2022,12:00,-0.21,0,-0.12,0,05:20,-0.08,0
20/11/2022,11:50,-0.23,0,-0.13,0,00:15,-0.10,0
21/11/2022,11:10,-0.18,0,-0.12,0,01:35,-0.10,0
22/11/2022,23:55,-0.14,0,-0.11,0,14:25,-0.11,0
23/11/2022,11:30,-0.21,0,-0.13,0,08:30,-0.10,0
24/11/2022,11:45,-0.21,0,-0.13,0,08:35,-0.10,0
25/11/2022,11:55,-0.21,0,-0.14,0,00:30,-0.11,0
26/11/2022,12:00,-0.23,0,-0.14,0,08:40,-0.11,0
27/11/2022,11:35,-0.21,0,-0.15,0,00:40,-0.12,0
28/11/2022,02:35,-0.15,0,-0.14,0,00:45,-0.12,0
29/11/2022,06:00,-0.16,0,-0.14,0,00:40,-0.13,0
30/11/2022,10:00,-0.20,0,-0.15,0,08:45,-0.13,0
01/12/2022,12:00,-0.24,0,-0.16,0,01:00,-0.14,0
02/12/2022,02:50,-0.16,0,-0.15,0,00:55,-0.14,0
03/12/2022,07:55,-0.17,*,-0.15,*,17:10,-0.13,*
04/12/2022,02:00,-0.14,*,-0.12,*,11:30,-0.10,*
05/12/2022,,,,,,,,
06/12/2022,,,,,,,,
07/12/2022,11:30,-0.22,0,-0.16,0,01:30,-0.14,0
08/12/2022,11:30,-0.20,0,-0.16,0,07:00,-0.15,0
09/12/2022,23:30,-0.16,0,-0.16,0,21:00,-0.15,0
10/12/2022,12:00,-0.21,0,-0.16,0,23:00,-0.15,0
11/12/2022,10:30,-0.25,0,-0.18,0,05:30,-0.16,0
12/12/2022,12:00,-0.28,0,-0.21,0,23:30,-0.19,0
13/12/2022,13:30,-0.21,0,-0.19,0,22:30,-0.17,0
14/12/2022,12:30,-0.20,0,-0.18,0,03:30,-0.17,0
15/12/2022,12:30,-0.19,0,-0.18,0,22:30,-0.16,0
16/12/2022,12:00,-0.21,0,-0.18,0,23:30,-0.17,0
17/12/2022,12:00,-0.22,0,-0.18,0,22:30,-0.17,0
18/12/2022,11:30,-0.22,0,-0.19,0,09:00,-0.17,0
19/12/2022,12:00,-0.20,0,-0.18,0,05:30,-0.17,0
20/12/2022,11:30,-0.24,0,-0.18,0,23:30,-0.17,0
21/12/2022,12:00,-0.23,0,-0.18,0,23:00,-0.17,0
22/12/2022,12:00,-0.22,0,-0.18,0,23:30,-0.17,0
23/12/2022,11:00,-0.22,0,-0.15,0,23:00,-0.09,0
24/12/2022,12:00,-0.14,0,-0.09,0,23:00,-0.06,0
25/12/2022,10:00,-0.16,0,-0.10,0,03:00,-0.07,0
26/12/2022,23:00,-0.12,0,-0.11,0,20:00,-0.10,0
27/12/2022,11:30,-0.17,0,-0.13,0,07:00,-0.11,0
28/12/2022,11:00,-0.16,0,-0.13,0,06:30,-0.12,0
29/12/2022,12:00,-0.21,0,-0.14,0,06:30,-0.13,0
30/12/2022,11:00,-0.20,0,-0.15,0,23:00,-0.14,0
31/12/2022,17:30,-0.16,0,-0.15,0,22:30,-0.14,0
01/01/2023,12:30,-0.18,0,-0.15,0,22:30,-0.14,0
02/01/2023,13:30,-0.16,0,-0.14,0,23:30,-0.14,0
03/01/2023,14:30,-0.16,0,-0.14,0,09:00,-0.13,0
04/01/2023,11:30,-0.21,0,-0.16,0,21:00,-0.14,0
05/01/2023,12:30,-0.23,0,-0.17,0,23:30,-0.15,0
06/01/2023,11:30,-0.20,0,-0.17,0,23:30,-0.15,0
07/01/2023,11:00,-0.23,0,-0.17,0,23:30,-0.16,0
08/01/2023,13:00,-0.17,0,-0.16,0,22:30,-0.15,0
09/01/2023,12:00,-0.20,0,-0.17,0,09:00,-0.15,0
10/01/2023,10:30,-0.24,0,-0.18,0,05:30,-0.15,0
11/01/2023,13:00,-0.20,0,-0.18,0,23:30,-0.16,0
12/01/2023,12:00,-0.22,0,-0.18,0,22:00,-0.17,0
13/01/2023,10:30,-0.23,0,-0.19,0,08:30,-0.17,0
14/01/2023,11:00,-0.25,0,-0.19,0,22:30,-0.18,0
15/01/2023,10:30,-0.22,0,-0.19,0,22:30,-0.18,0
16/01/2023,12:00,-0.21,0,-0.19,0,23:00,-0.18,0
17/01/2023,17:30,-0.20,0,-0.19,0,21:30,-0.18,0
18/01/2023,12:30,-0.25,0,-0.21,0,05:30,-0.19,0
19/01/2023,12:30,-0.25,0,-0.22,0,00:00,-0.19,0
20/01/2023,12:00,-0.29,0,-0.24,0,22:00,-0.22,0
21/01/2023,12:00,-0.27,0,-0.23,0,19:00,-0.21,0
22/01/2023,12:00,-0.25,0,-0.23,0,07:30,-0.21,0
23/01/2023,18:00,-0.23,0,-0.22,0,02:00,-0.20,0
24/01/2023,14:00,-0.22,0,-0.21,0,22:00,-0.20,0
25/01/2023,10:00,-0.25,0,-0.22,0,00:30,-0.20,0
26/01/2023,12:30,-0.26,0,-0.22,0,08:30,-0.20,0
27/01/2023,12:00,-0.22,0,-0.21,0,21:30,-0.20,0
28/01/2023,10:30,-0.26,0,-0.22,0,05:00,-0.20,0
29/01/2023,11:00,-0.27,0,-0.22,0,23:30,-0.21,0
30/01/2023,11:00,-0.30,0,-0.22,0,21:00,-0.20,0
31/01/2023,12:30,-0.28,0,-0.22,0,01:00,-0.20,0
01/02/2023,12:30,-0.28,0,-0.22,0,08:00,-0.20,0
02/02/2023,12:30,-0.27,0,-0.22,0,23:30,-0.21,0
03/02/2023,12:30,-0.31,0,-0.23,0,21:30,-0.20,0
04/02/2023,12:00,-0.29,0,-0.23,0,08:30,-0.20,0
05/02/2023,09:30,-0.24,0,-0.21,0,04:30,-0.20,0
06/02/2023,12:30,-0.22,0,-0.21,0,22:30,-0.20,0
07/02/2023,10:30,-0.26,0,-0.22,0,00:30,-0.20,0
08/02/2023,12:30,-0.24,0,-0.22,0,23:30,-0.21,0
09/02/2023,13:30,-0.24,0,-0.22,0,15:00,-0.21,0
10/02/2023,13:00,-0.30,0,-0.24,0,23:30,-0.22,0
11/02/2023,13:00,-0.29,0,-0.23,0,21:30,-0.21,0
12/02/2023,12:30,-0.30,0,-0.23,0,08:30,-0.21,0
13/02/2023,13:30,-0.27,0,-0.23,0,22:30,-0.21,0
14/02/2023,12:30,-0.31,0,-0.23,0,23:30,-0.21,0
15/02/2023,11:00,-0.28,0,-0.23,0,23:30,-0.21,0
16/02/2023,10:30,-0.26,0,-0.22,0,08:30,-0.20,0
17/02/2023,09:30,-0.26,0,-0.22,0,22:00,-0.20,0
18/02/2023,09:30,-0.25,0,-0.21,0,22:30,-0.20,0
19/02/2023,13:30,-0.25,0,-0.21,0,09:00,-0.19,0
20/02/2023,13:30,-0.24,0,-0.21,0,08:30,-0.18,0
21/02/2023,10:30,-0.22,0,-0.19,0,23:30,-0.18,0
22/02/2023,13:30,-0.19,0,-0.18,0,23:30,-0.17,0
23/02/2023,11:00,-0.20,0,-0.18,0,22:30,-0.17,0
24/02/2023,23:30,-0.19,0,-0.18,0,13:00,-0.17,0
25/02/2023,09:30,-0.23,0,-0.19,0,08:30,-0.17,0
26/02/2023,21:00,-0.20,0,-0.19,0,13:30,-0.17,0
27/02/2023,10:30,-0.21,0,-0.19,0,22:30,-0.18,0
28/02/2023,14:00,-0.21,0,-0.19,0,05:30,-0.18,0
01/03/2023,16:30,-0.21,0,-0.20,0,01:00,-0.18,0
02/03/2023,11:30,-0.21,0,-0.19,0,03:30,-0.18,0
03/03/2023,10:00,-0.24,0,-0.20,0,22:00,-0.19,0
04/03/2023,09:30,-0.24,0,-0.20,0,23:00,-0.19,0
05/03/2023,09:30,-0.26,0,-0.20,0,23:30,-0.19,0
06/03/2023,09:30,-0.23,0,-0.20,0,22:30,-0.19,0
07/03/2023,09:30,-0.23,0,-0.20,0,07:30,-0.19,0
08/03/2023,12:00,-0.22,0,-0.20,0,23:30,-0.19,0
09/03/2023,12:30,-0.21,0,-0.18,0,23:30,-0.17,0
10/03/2023,22:30,-0.20,0,-0.18,0,09:30,-0.17,0
11/03/2023,03:00,-0.21,0,-0.18,0,22:00,-0.15,0
12/03/2023,17:00,-0.19,0,-0.17,0,22:00,-0.15,0
13/03/2023,13:00,-0.18,0,-0.16,0,23:30,-0.15,0
14/03/2023,00:30,-0.15,0,-0.12,0,07:00,-0.09,0
15/03/2023,10:30,-0.17,0,-0.14,0,03:30,-0.11,0
16/03/2023,14:00,-0.16,0,-0.15,0,08:30,-0.13,0
17/03/2023,18:30,-0.16,0,-0.15,0,17:00,-0.14,0
18/03/2023,20:30,-0.16,0,-0.15,0,08:30,-0.14,0
19/03/2023,23:30,-0.16,0,-0.15,0,07:30,-0.14,0
20/03/2023,12:30,-0.17,0,-0.16,0,08:30,-0.14,0
21/03/2023,09:30,-0.18,0,-0.15,0,23:30,-0.14,0
22/03/2023,09:30,-0.17,0,-0.13,0,23:30,-0.12,0
23/03/2023,17:30,-0.13,0,-0.11,0,23:30,-0.09,0
24/03/2023,13:30,-0.10,0,-0.09,0,23:30,-0.05,0
25/03/2023,13:00,-0.11,0,-0.08,0,02:30,-0.05,0
26/03/2023,19:30,-0.12,0,-0.10,0,08:30,-0.09,0
27/03/2023,15:00,-0.15,0,-0.12,0,06:00,-0.09,0
28/03/2023,09:00,-0.17,0,-0.14,0,22:30,-0.13,0
29/03/2023,09:00,-0.16,0,-0.14,0,08:00,-0.12,0
30/03/2023,09:30,-0.16,0,-0.13,0,23:30,-0.12,0
31/03/2023,04:00,-0.13,0,-0.12,0,22:30,-0.10,0
01/04/2023,09:00,-0.15,0,-0.12,0,04:30,-0.10,0
02/04/2023,21:30,-0.15,0,-0.13,0,08:00,-0.11,0
03/04/2023,20:30,-0.15,0,-0.14,0,23:30,-0.12,0
04/04/2023,23:30,-0.15,0,-0.13,0,14:30,-0.12,0
05/04/2023,08:30,-0.16,0,-0.14,0,07:30,-0.12,0
06/04/2023,08:30,-0.17,0,-0.14,0,07:30,-0.13,0
07/04/2023,22:30,-0.15,0,-0.14,0,07:30,-0.13,0
08/04/2023,08:30,-0.18,0,-0.15,0,08:00,-0.14,0
09/04/2023,14:00,-0.16,0,-0.15,0,23:00,-0.13,0
10/04/2023,13:00,-0.16,0,-0.14,0,03:00,-0.12,0
11/04/2023,11:00,-0.15,0,-0.14,0,23:30,-0.13,0
12/04/2023,18:30,-0.13,0,-0.12,0,23:30,-0.11,0
13/04/2023,22:00,-0.14,0,-0.12,0,10:00,-0.11,0
14/04/2023,12:00,-0.16,0,-0.14,0,08:00,-0.11,0
15/04/2023,14:00,-0.16,0,-0.14,0,23:30,-0.13,0
16/04/2023,08:30,-0.19,0,-0.15,0,08:00,-0.12,0
17/04/2023,08:30,-0.17,0,-0.14,0,08:00,-0.13,0
18/04/2023,22:00,-0.16,0,-0.14,0,08:00,-0.13,0
19/04/2023,08:30,-0.18,0,-0.15,0,23:30,-0.14,0
20/04/2023,09:30,-0.14,0,-0.12,0,23:30,-0.11,0
21/04/2023,16:00,-0.12,0,-0.10,0,06:30,-0.09,0
22/04/2023,18:30,-0.13,0,-0.11,0,23:30,-0.10,0
23/04/2023,09:30,-0.11,0,-0.09,0,23:30,-0.04,0
24/04/2023,16:00,-0.07,0,-0.04,0,23:30,-0.02,0
25/04/2023,19:30,-0.08,0,-0.06,0,00:00,-0.03,0
26/04/2023,08:30,-0.11,0,-0.08,0,23:30,-0.07,0
27/04/2023,18:30,-0.09,0,-0.08,0,23:30,-0.06,0
28/04/2023,18:00,-0.07,0,-0.05,0,23:30,0.00,0
29/04/2023,12:00,-0.01,0,0.03,0,23:30,0.10,0
30/04/2023,11:00,0.06,0,0.14,0,23:30,0.36,0
01/05/2023,00:00,0.39,0,0.47,0,09:00,0.53,0
02/05/2023,09:00,0.23,0,0.30,0,01:00,0.39,0
03/05/2023,16:30,0.21,0,0.25,0,01:30,0.31,0
04/05/2023,15:30,0.21,0,0.25,0,21:30,0.30,0
05/05/2023,18:00,0.21,0,0.25,0,00:30,0.30,0
06/05/2023,16:30,0.22,0,0.25,0,23:30,0.29,0
07/05/2023,12:30,0.23,0,0.28,0,22:00,0.35,0
08/05/2023,17:30,0.26,0,0.29,0,00:30,0.35,0
